Material Name,Categories,Density,Chemical Properties,Mechanical Properties,Modulus of Elasticity,Poissons Ratio,Shear Modulus,Electrical Properties,Volume Resistivity,Dielectric Constant,Dielectric Loss Index,Thermal Properties,"CTE, linear",Thermal Conductivity,"Transformation Temperature, Tg",Softening Point,Working Point,Annealing Point,Optical Properties,Refractive Index,UV Transmittance,Hydrolytic Resistance,Stress-optical Coefficient K (10-6mm2N-1),tk100(°C),"Maximum Service Temperature, Air",CaO+MgO,SiO2,Classification Temperature (°C),CategoryList
Morgan Advanced Ceramics Superwool® Inorganic Bonds and Shapes I-Superwool HT H Thermal Ceramic,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,94.0,108315910714.32613,0.742,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Morgan Advanced Ceramics P-59 Technical Ceramic,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,1.3,8156752873871.653,97.0,108315910714.32613,2.28,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Cotronics Resbond™ 7030 High Temperature Ceramic Adhesive,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
Mid-Mountain Materials CERMEX® PR2200SW Thermal Insulation Mat,Ceramic;Glass;Glass Fiber;Oxide;Silicon Oxide;Other Engineering Material;Composite Fibers,35.62530890454258,147.40998107520494,708.9862678540934,35681013.46961147,1300.0,832692.3790040864,303510970905.3261,1283634238513.211,59941121566.82083,288.06915021394667,167193.68213162408,4229559236465.1455,92907008045.62817,81230815333.05272,929145200097.4019,357701767107.7453,10723512507.106674,68789128772.83876,4453749616403.774,221.70511519626396,625548911348.7561,4014648250167.7935,4425965736741.21,4738393361345.236,8816.315955300102,5439919550494.353,7091691769177.348,"['Ceramic', 'Glass', 'Glass Fiber', 'Oxide', 'Silicon Oxide', 'Other Engineering Material', 'Composite Fibers']"
Chosun Refractories A95 Special High-Density Gunning Castable,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,95.0,1.0,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
H.C. Starck Amperit® 583.2 Chromium Carbide-Nickel 83-17 (Cr3C2-Ni),Ceramic;Carbide,34.55626664151432,125.1887681726908,1008.7854345041322,43831338.83073141,49019951468.26631,1143117.182338801,442819592091.35187,620019308855.2068,52139478886.213554,272.8753528361345,178709.44118562498,5177586207296.3125,64115869912.35301,69128832382.34615,1157458796762.497,528169015297.86285,12774725692.257805,58035714522.66071,4437869822619.374,196.6034963464912,787500626675.0533,5856870801713.248,5545620438287.815,5121165644697.74,5063.729433535714,7033928571841.434,6548700177790.385,"['Ceramic', 'Carbide']"
Potters Industries A-Series P-0100 Soda-Lime Silica Technical Quality Solid Glass Spheres,Ceramic;Glass,35.7966450710015,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,52139478858.72964,14000.0,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,2.5,528169015325.222,12774725776.240967,58035714461.13636,4437869822580.105,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Morgan Advanced Ceramics Nilcra® Zirconia 8Y Grade Zirconia,Ceramic;Oxide;Zirconium Oxide,50.06909990253123,174.57517640398072,696.8789291822532,64735459.3751399,70465983156.61581,1322413.1383472662,382703978080.3407,908064398931.1338,77491702305.79843,158.34517471176474,289634.22362846404,7742068965794.877,96518513677.02809,102327559907.1112,6.05,422535212643.3414,20009254526.544113,85822510992.64636,200.0,260.9469373549707,746418858911.7719,4752738537893.697,4489199053479.658,5898031417191.158,4192.201931743465,6830989011373.29,9891467637911.482,"['Ceramic', 'Oxide', 'Zirconium Oxide']"
CoorsTek Pure SiC™ HR CVD Silicon Carbide,Ceramic;Carbide,34.55626664151432,125.1887681726908,1008.7854345041322,43831338.83073141,49019951468.26631,1143117.182338801,442819592091.35187,620019308855.2068,52139478886.213554,272.8753528361345,178709.44118562498,5177586207296.3125,64115869912.35301,69128832382.34615,3.21,0.0,12774725692.257805,58035714522.66071,462.0,468.0,0.21,191.0,5545620438287.815,5121165644697.74,5063.729433535714,7033928571841.434,6548700177790.385,"['Ceramic', 'Carbide']"
Technetium,Metal;Nonferrous Metal;Pure Element,98.0,43.0,0.979,62.180074287500005,2200.0,17.387954375,5.423505678571429,274.4047736842105,19.674742857142856,60.228,57.66130483516484,66.67538107544644,243.47917267248212,352.1934752232143,11.5,69.16510523529412,69.74524691428572,93.78469899333334,83.30457952124954,11.201272727272727,0.31,123.0,192.08418749999998,359.7874737362638,164.14985286600907,271.8212178564538,298.86811538586034,"['Metal', 'Nonferrous Metal', 'Pure Element']"
H.C. Starck Amperit® 515.1 Sintered Tungsten Carbide - Cobalt (WC-Co) 88-12,Ceramic;Carbide,34.55626664151432,125.1887681726908,1008.7854345041322,43831338.83073141,49019951468.26631,1143117.182338801,442819592091.35187,620019308855.2068,52139478886.213554,272.8753528361345,178709.44118562498,5177586207296.3125,64115869912.35301,69128832382.34615,1157458796762.497,528169015297.86285,12774725692.257805,58035714522.66071,4437869822619.374,196.6034963464912,787500626675.0533,5856870801713.248,5545620438287.815,5121165644697.74,5063.729433535714,7033928571841.434,6548700177790.385,"['Ceramic', 'Carbide']"
Tantalum,Metal;Nonferrous Metal;Refractory Metal;Pure Element,180.9479,73.0,0.68,54.37791365833334,2890.0,15.033343125000002,5.20025388095238,238.05534771929823,18.19944380952381,52.81949999999999,57.27922620456466,97.15248312886905,254.43821759717855,315.2071894345238,16.6,101.2764245372549,83.37921399238094,211.94673912755553,185.0,11.201272727272729,287.0621110716,638.1829840535873,187.2729625,360.35823423499573,165.66691930221444,241.3682398381145,305.89977236707324,"['Metal', 'Nonferrous Metal', 'Refractory Metal', 'Pure Element']"
Imerys NYAD® MD400 Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,45.96453330437318,137.94833042948005,599.4098880062393,55686408.34484269,1410.0,1137535.3638551957,329207723068.4887,935006753830.4773,152899403076.19556,147.38255386998077,224242.15681704503,0.25,46.52,214734649902.87357,2.9,363471150728.9058,2.0,181059442506.4389,8940283323245.914,179.83841231218352,963340878598.1355,4258256394024.618,6559447866258.017,6257053822044.234,6.8,0.00152,15352586601049.506,"['Ceramic', 'Oxide', 'Silicon Oxide', 'Other Engineering Material', 'Additive/Filler for Polymer']"
Parabeam Industrie ParaTank 4.5 3D Glass Fabric,Ceramic;Glass;Glass Fiber;Other Engineering Material;Composite Core Material;Composite Fibers,31.428717334843967,141.5852109884108,697.1906006181431,30658018.693799753,34287179490.777103,770372.0716117758,309731736516.5734,1246249714179.6711,61541469707.12371,297.64148527693953,146658.57987500646,3621481063080.9478,108306561645.71288,83871533117.22816,809588666642.7394,375586855386.12885,9084249493.261347,73380171876.25331,6489151873848.784,233.7959322159244,651228515171.41,4215866295573.373,6644885645221.796,6984949100532.365,9221.154917848788,6765079365393.462,4750261882454.919,"['Ceramic', 'Glass', 'Glass Fiber', 'Other Engineering Material', 'Composite Core Material', 'Composite Fibers']"
Chosun Refractories C18DX Magnesia Carbon Brick for Converter,Ceramic;Oxide;Magnesium Oxide,49.930096902531226,147.57973195953625,746.8789291822532,64735495.7931799,70465983049.56061,1322375.2114672663,382703978013.13293,908064398931.622,77491702305.97269,159.60704971176472,260765.3113656176,7717068965906.268,96518513675.3646,102327559907.79736,1647152902953.6145,422535212662.3347,20009254492.26911,85822511062.75032,6643079363242.909,172.48027068830407,746418858881.4637,4752738537898.18,4489199053477.953,4469459988618.597,4188.186931743465,6830989011278.415,9891467637893.44,"['Ceramic', 'Oxide', 'Magnesium Oxide']"
Mid-Mountain Materials THERMOSEAL® FIBERPAK® T22 Tamping Mix,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
Carborundum CarboTherm™ CTH40 Boron Nitride Powder,Ceramic;Nitride;Other Engineering Material;Additive/Filler for Polymer,25.10139064926781,86.07385775887319,463.7318478696051,31169161.18616119,34858632394.24704,783253.0593417302,314893932138.0649,551505794215.7573,119009739720.93967,121.85954226100696,127120.39831920777,3681839080795.098,192870195963.59195,172360895356.2239,823081811192.3713,9264475753359.844,9084249491.697918,147330447577.28836,76489151873933.5,212.86381721638068,9727641770752.312,42809703830610.87,76052279584629.88,41832193982464.82,3603.426886827735,53231534392276.49,4946577967890.949,"['Ceramic', 'Nitride', 'Other Engineering Material', 'Additive/Filler for Polymer']"
Anderman Ceramics EA95 Sintered Alumina,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Ruthenium,Metal;Nonferrous Metal;Precious Metal;Pure Element,101.07,44.0,0.67,60.69124699166668,2310.0,15.233560458333335,4.920253880952381,441.21868105263155,17.214777142857145,60.41788461538461,52.97532937728938,73.95248312886906,216.03821759717854,316.70052276785714,12.3,63.569757870588234,116.31254732571428,81.2800727542222,414.0,9.801103030303032,238.1881110716,731.7900951646985,171.8329625,314.0109141147741,210.25187672858584,277.2710459416706,265.1131371341301,"['Metal', 'Nonferrous Metal', 'Precious Metal', 'Pure Element']"
Morgan Advanced Ceramics Hilox ™ 991 Mac-A990S Aluminum Oxide Ceramic,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,99.0,99296301185.54095,102361259923.95715,3.9,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,370.0,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Nabaltec APYMAG® 80S Magnesium Hydroxide,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,57.576703423600144,141.47098802626695,591.0725170384974,80931867.04875079,60615919124.37491,1547190.156342892,356503035785.491,837394274632.5294,106304710670.91649,153.10783228189143,338950.0045346139,6638338895324.934,157873834164.03864,147681359590.27466,2.4,363471151042.9752,3.0,125145464029.30719,8940283323241.797,193.7619119275484,776960950462.5774,4169971725850.616,6494931737348.909,6194927179548.647,3642.4568814363697,8917338217628.78,8648974312124.024,"['Ceramic', 'Oxide', 'Aluminum Oxide', 'Other Engineering Material', 'Additive/Filler for Polymer']"
NovaCentrix PSI-219® Conductive Screen Ink,Fluid;Other Engineering Material,1.4352072992957747,61.431985999999995,52.80360416666666,11.517410869565218,130.7377380952381,80.74674999999999,155.36419586206898,129999999999.88057,382352970690.2555,36.53813557692308,119.47978120689655,21.35967391304348,180555555479.02213,135416666591.45789,1.6,430.2030633333333,330.1996747826087,500000000030.9117,12500000000065.652,285.78621296296296,342105263673.3457,191176470721.76788,40520000001134.62,9044642857404.72,20.100475421052636,7034722222244.261,348214285954.32104,"['Fluid', 'Other Engineering Material']"
AISI 1095 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,354.4772722187404,192.0841875,362.26076923076926,540.065304957238,769.6447716374701,1338.3185207743406,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'High Carbon Steel']"
Sharadaa Ceramics HH 42D Normal Medium and High Heat and Super Duty Brick,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,3560.0,238267.1215808333,42.0,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
Thermal Ceramics JM-26 High Temperature Insulating Firebrick,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Aremco Corr-Paint™ CP2020 High Temperature Protective Coating Urethane,Ceramic;Other Engineering Material;Ceramic/Metallic Coating,27.734963249289464,109.65546440481928,527.4126726033057,35065057.79911483,39215961274.673996,881137.2976377073,354255673679.26984,652015447064.342,156417474214.0083,142.34490210407242,142974.30493594825,4142068965824.5586,297732625119.68994,217803065925.79013,925967037428.4645,422535212361.6191,11355311835.922382,196428571617.23874,118550295858080.56,230.03038596608187,1156140907536.0015,4914908406137.113,66592496350966.39,114950503944614.92,4101.261332333834,30735476190808.57,5656816785370.409,"['Ceramic', 'Other Engineering Material', 'Ceramic/Metallic Coating']"
H.C. Starck Grade C Titanium Carbonitride,Ceramic;Nitride,34.33474173766817,110.79293483935746,586.5354345041322,43831522.02656474,49019951568.104805,1101396.7790054677,442819591974.63104,620019308813.9506,52139478756.26418,162.5539242647059,178733.1820189583,5177586207281.631,64115869877.65468,69128832537.05864,1157458796868.2383,8861502357120.74,12774725731.808302,58035714562.45517,66937869822646.0,209.28927015601502,9120833958913.941,41928299373075.32,68045620438283.51,36371165644693.21,5055.22536895238,48700595238829.18,6548709552791.107,"['Ceramic', 'Nitride']"
Nabaltec GRANALOX® NM 9216 Ceramic Bodies,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,92.0,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
LKAB Minerals Quickbond,Carbon;Graphite;Ceramic;Clay,115.3440982895951,109.99694502964239,390.76169629279815,7792255.397433731,8714658041.945564,195886.25562171277,78723483047.34709,110225654913.76268,9269240718.048697,109.36543001867413,34076.28641630952,920459770211.0951,11398376883.009594,12289570636.101011,205770453026.2081,93896713876.1705,2271062418.3357553,10317460376.485607,788954635149.2954,68.52705120233918,140000111330.15823,1041221476776.751,985888078028.4082,975460122891.5293,940.1126581841268,1250476191295.9448,1164213254155.7092,"['Carbon', 'Graphite', 'Ceramic', 'Clay']"
Magnesium Fluoride,Ceramic;Halide,34.226022987668166,151.19460150602413,568.7229345041322,43831476.02656474,49019951318.21631,1468491.3542295124,442819592032.06854,826692411748.6007,52139478782.241615,215.6552323529412,238267.1215808333,5177586207215.843,64115870015.715515,69128832789.28365,3.148,528169015290.77277,12774725748.520267,58035714435.55329,4437869822563.301,170.92641301315788,787500626302.9828,5856870801633.11,5545620438281.334,5121165644681.151,5054.872077285713,7033928571684.625,6548699552790.268,"['Ceramic', 'Halide']"
AISI 1215 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,367.62651462603174,192.0841875,362.26076923076926,555.9251220276782,816.511069326584,1424.1792136525878,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'Low Carbon Steel']"
Chosun Refractories CSN-309NM,Ceramic;Oxide;Magnesium Oxide,49.930096902531226,147.57973195953625,746.8789291822532,64735495.7931799,70465983049.56061,1322375.2114672663,382703978013.13293,908064398931.622,77491702305.97269,159.60704971176472,260765.3113656176,7717068965906.268,96518513675.3646,102327559907.79736,1647152902953.6145,422535212662.3347,20009254492.26911,85822511062.75032,6643079363242.909,172.48027068830407,746418858881.4637,4752738537898.18,4489199053477.953,4469459988618.597,4188.186931743465,6830989011278.415,9891467637893.44,"['Ceramic', 'Oxide', 'Magnesium Oxide']"
Thermal Ceramics 2800 RPC Shapes,Ceramic;Oxide;Silicon Oxide,52.03055108163571,153.29806381138812,652.6789791822532,64735442.127253205,70465983085.38556,1322363.1156296192,382703978023.827,985842176715.4623,113602813425.71829,163.84421394253397,260674.34990154617,7717068965801.513,148598513690.3048,154327559916.2213,1647152902938.9998,422535212662.6586,20009254499.6418,129155844332.00673,6643079363252.926,179.60300353144135,890863303330.0378,4821159590533.812,4539199053481.9375,4517608136786.012,4208.147809368465,6887510750418.492,15086767637894.598,"['Ceramic', 'Oxide', 'Silicon Oxide']"
LKAB Minerals MicroBar Barium Sulfate,Ceramic;Other Engineering Material;Additive/Filler for Polymer,27.61403646357518,103.20415397003667,489.7430976033057,35065059.948112205,39215961222.602715,881149.1085333596,354255673713.0774,713920208974.943,202846045647.35376,142.62752115169147,142979.2384917944,4142068965751.574,344429950861.54395,294273654147.3274,925967037386.7144,422535212405.03143,10219780688.457298,255519480649.03748,18550295858092.562,218.39652944434275,1184971261412.812,5014908406098.349,16651587260179.744,15000503944717.934,4061.942466467167,14118809524115.846,5812816785468.457,"['Ceramic', 'Other Engineering Material', 'Additive/Filler for Polymer']"
Goodfellow Graphene Oxide (GO) Dispersion,Carbon,204.28173913043477,101.72857142857143,319.4142857142857,35.288,36.08,89.5649,34.23601,15.58050625,79.81307692307692,88.02444444444444,57.80833333333334,53.91881818181818,22.00018857142857,530.25,503.85,50.93333333333334,111.925275,38.36666666666667,33.70333333333333,56.534000000000006,175.95854166666666,1074.3899999999999,146.66666666666666,116.39031818181819,40.03,1029.536,581.088888888889,['Carbon']
MarkeTech Carbon Aerogel,Carbon;Ceramic;Aerogel,135.9872526733281,117.04553717728055,451.40305025580477,19480607.203806553,19607980548.6846,489556.8280098375,196808707567.07672,275564137259.9206,20855791550.17027,117.511636372549,71564.82147424998,2301149425436.342,28495942174.873684,30723925854.292732,514426132194.67255,234741784605.7657,5677655937.544762,25793650885.558464,1972386587827.634,107.52218356140351,350000278153.07587,2603053690330.309,2218248175480.5283,2048466257941.6624,2045.9055109142853,3126190476990.5244,102619479821464.62,"['Carbon', 'Ceramic', 'Aerogel']"
CoorsTek ADO-96 Nom. 96% Al 2 O 3,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,96.0,99296301185.54095,102361259923.95715,3.81,422535212906.06244,27218556983.980663,81.0,354.0,385.0,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Saxonburg Ceramics S-405 Cordierite,Ceramic;Oxide;Aluminum Oxide;Silicon Oxide,60.871792505882354,146.5142827399713,633.5438648286695,83629600.25612265,62636449746.753525,1598757.751110673,368386470285.4032,861857681669.6077,92955886581.95633,160.72449367541478,350245.9188161162,6859616858505.517,124217951068.39713,125669431057.78168,2239333123199.1494,375586856046.70605,27398407321.747513,105175565357.6045,5904959434016.422,69.6,759779726607.4834,4270271092961.5107,4023732492116.8613,4004952088973.156,4.8,0.004,0.02,"['Ceramic', 'Oxide', 'Aluminum Oxide', 'Silicon Oxide']"
AISI 4718 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,459.134507705345,192.0841875,362.26076923076926,594.3883004347297,524.7013327808116,837.3324605741801,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'AISI 4000 Series Steel', 'Low Alloy Steel', 'Carbon Steel', 'Low Carbon Steel']"
NanoAmor 50% Regular Single Walled Carbon Nanotubes,Carbon,204.28173913043477,101.72857142857143,319.4142857142857,35.288,36.08,89.5649,34.23601,15.58050625,79.81307692307692,88.02444444444444,57.80833333333334,53.91881818181818,22.00018857142857,530.25,503.85,50.93333333333334,0.0011,38.36666666666667,33.70333333333333,56.534000000000006,175.95854166666666,1074.3899999999999,146.66666666666666,116.39031818181819,40.03,1029.536,581.088888888889,['Carbon']
Gypsum (CaSO 4  - 2H 2 O),Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,2.32,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
Polonium,Metal;Nonferrous Metal;Pure Element,209.0,84.0,0.67,62.180074287500005,254.0,17.387954375,5.423505678571429,274.4047736842105,19.674742857142856,60.228,57.66130483516484,66.67538107544644,243.47917267248212,352.1934752232143,9.32,69.16510523529412,69.74524691428572,93.78469899333334,83.30457952124954,11.201272727272727,269.44112797379995,736.1070630286191,192.08418749999998,359.7874737362638,164.14985286600907,271.8212178564538,298.86811538586034,"['Metal', 'Nonferrous Metal', 'Pure Element']"
AISI 4815 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,459.134507705345,192.0841875,362.26076923076926,594.3883004347297,524.7013327808116,837.3324605741801,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'AISI 4000 Series Steel', 'Low Alloy Steel', 'Carbon Steel', 'Low Carbon Steel']"
Schott N-PK51 Glass,Ceramic;Glass,3.86,137.56643722030984,0.0,43831360.33297383,415.0,74.0,0.295,29.0,52139478858.72964,12.4,0.62,0.65,487.0,568.0,488.0,528169015325.222,1.52855,76.58,0.006867,227.04315435575046,787500625599.438,5856870801644.524,1.0,0.54,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Vibrantz Technologies EG 0024 Specialty Glass,Ceramic;Glass,35.7966450710015,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,528169015325.222,12774725776.240967,58035714461.13636,4437869822580.105,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Chosun Refractories N1-2 Fireclay brick,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,5.6,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,21.0,9378571428912.5,8731599403719.894,['Ceramic']
H.C. Starck Baymetec® Tantalum Silicide,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
Unifrax Fiberfrax® 970 Ceramic Fiber Paper,Ceramic;Oxide;Aluminum Oxide;Silicon Oxide,0.16,7.0,0.648,0.00896,62636449746.753525,1793.0,1100.0,861857681669.6077,92955886581.95633,0.5,350245.9188161162,6859616858505.517,0.5,125669431057.78168,2239333123199.1494,375586856046.70605,27398407321.747513,105175565357.6045,5904959434016.422,182.63924849323666,759779726607.4834,4270271092961.5107,4023732492116.8613,4004952088973.156,3772.972791077524,7359671391692.486,12255949646246.588,"['Ceramic', 'Oxide', 'Aluminum Oxide', 'Silicon Oxide']"
